City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,whitehorse,60.7161,-135.0538,6.43,42,75,6.69,CA,1715496597
296,tabuk,17.4189,121.4443,37.02,35,61,2.18,PH,1715496598
297,shizunai-furukawacho,42.3339,142.3669,12.94,86,100,6.35,JP,1715496512
298,neiafu,-18.65,-173.9833,25.38,61,75,4.12,TO,1715496602
299,ponto novo,-10.8628,-40.1336,22.01,98,100,2.91,BR,1715496606
300,karratha,-20.7377,116.8463,28.83,40,49,7.15,AU,1715496606
301,fuente del maestre,38.5266,-6.4478,17.14,67,82,2.04,ES,1715496607
302,junin,-34.5838,-60.9433,6.68,89,29,4.52,AR,1715496607
303,nemuro,43.3236,145.575,8.77,94,100,10.12,JP,1715496340
304,minas de marcona,-15.2119,-75.1103,13.67,91,88,5.91,PE,1715496608
305,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,75,20,5.0,RU,1715496492
306,saint-philippe,-21.3585,55.7679,27.77,79,48,5.18,RE,1715496609
307,saipan,15.1355,145.701,32.39,58,40,6.69,MP,1715496379
308,korla,41.7597,86.1469,33.58,5,63,9.05,CN,1715496610
309,devrek,41.2192,31.9558,15.86,67,95,0.89,TR,1715496611
310,hood river,45.7054,-121.5215,21.63,63,0,2.24,US,1715496611
311,san rafael,-34.6177,-68.3301,5.12,64,71,3.13,AR,1715496612
312,touros,-5.1989,-35.4608,25.04,92,33,3.53,BR,1715496612
313,vadippatti,10.0833,77.95,35.64,48,50,1.62,IN,1715496613
314,christchurch,-43.5333,172.6333,9.19,71,0,2.06,NZ,1715496092
315,ust-nera,64.5667,143.2,1.65,46,100,3.14,RU,1715496614
316,pogar,52.554,33.2591,6.6,61,93,4.77,RU,1715496615
317,nar'yan-mar,67.6713,53.087,-3.83,94,100,5.36,RU,1715496615
318,gadzhiyevo,69.2551,33.3362,-0.03,93,21,2.63,RU,1715496616
319,barbate,36.1924,-5.9219,17.26,68,100,2.25,ES,1715496616
320,lincoln city,44.9582,-124.0179,13.36,95,57,2.68,US,1715496617
321,lata,40.1629,-8.3327,14.49,85,100,1.21,PT,1715496617
322,buenaventura,3.8801,-77.0312,24.56,94,100,0.51,CO,1715496618
323,ajdabiya,30.7554,20.2263,21.06,60,60,4.52,LY,1715496618
324,cole harbour,44.6724,-63.4751,5.71,85,81,6.17,CA,1715496619
325,isla mujeres,21.2311,-86.731,27.87,86,22,5.76,MX,1715496620
326,pailon,-17.65,-62.75,19.5,82,100,0.7,BO,1715496620
327,teguise,29.0605,-13.564,17.12,72,40,8.75,ES,1715496621
328,guozhen,34.3659,107.359,32.04,16,3,3.0,CN,1715496621
329,colon,9.3592,-79.9014,26.47,87,92,1.42,PA,1715496622
330,abu al matamir,30.9102,30.1744,21.27,47,7,5.25,EG,1715496622
331,lyubashivka,47.8372,30.2598,11.1,45,100,5.36,UA,1715496623
332,banda aceh,5.5577,95.3222,29.44,74,98,1.81,ID,1715496102
333,nantucket,41.2835,-70.0995,7.3,86,100,0.0,US,1715496624
334,ostersund,63.1792,14.6357,10.25,87,75,3.09,SE,1715496625
335,floro,61.5996,5.0328,13.04,82,100,2.57,NO,1715496625
336,selfoss,63.9331,-20.9971,7.8,83,100,3.63,IS,1715496626
337,besisahar,28.2313,84.3761,28.36,59,54,2.42,NP,1715496626
338,sao joao da barra,-21.6403,-41.0511,23.18,89,8,2.85,BR,1715496627
339,usogorsk,63.4106,48.6872,-0.19,86,100,3.58,RU,1715496628
340,megion,61.0296,76.1136,15.01,42,100,7.92,RU,1715496628
341,bamboo flat,11.7,92.7167,32.05,70,40,3.09,IN,1715496629
342,bechar,31.6167,-2.2167,25.18,23,0,3.6,DZ,1715496630
343,thai binh,20.45,106.3333,30.99,67,88,5.01,VN,1715496630
344,ca mau,9.1769,105.15,35.17,46,53,4.81,VN,1715496416
345,huilong,31.8111,121.655,18.83,59,100,6.42,CN,1715496632
346,niafunke,15.9322,-3.9906,31.9,10,31,3.71,ML,1715496632
347,tsiombe,-25.3,45.4833,28.45,44,0,1.22,MG,1715496633
348,ambalavao,-21.8333,46.9333,20.86,61,98,2.1,MG,1715496633
349,east end,34.5507,-92.341,21.49,86,100,1.62,US,1715496634
350,adler,43.43,39.92,16.09,88,100,5.0,RU,1715496430
351,kyren,51.6828,102.1408,27.19,24,94,1.34,RU,1715496635
352,johi,26.6921,67.6133,40.24,17,0,1.79,PK,1715496636
353,barsi,18.2333,75.7,32.75,38,84,2.1,IN,1715496576
354,mount gambier,-37.8333,140.7667,16.12,65,100,2.49,AU,1715496575
355,katsuura,35.1333,140.3,21.29,71,100,9.29,JP,1715496387
356,maebaru-chuo,33.55,130.2,20.4,98,100,1.97,JP,1715496640
357,uttar char fasson,22.2332,90.7132,30.78,65,93,4.49,BD,1715496640
358,thunder bay,48.4001,-89.3168,11.99,43,75,2.57,CA,1715496500
359,oyama,36.3,139.8,24.21,52,100,7.19,JP,1715496407
360,jumla,29.2747,82.1838,18.45,60,100,3.22,NP,1715496642
361,san pedro pochutla,15.7333,-96.4667,25.74,50,100,1.04,MX,1715496524
362,jimenez,28.3333,-105.4,24.15,12,100,3.67,MX,1715496643
363,lagos,6.5833,3.75,24.18,92,100,2.08,NG,1715496537
364,kodinsk,58.6881,99.1844,13.58,25,0,5.15,RU,1715496645
365,iskateley,67.6803,53.1512,-3.88,94,100,5.36,RU,1715496645
366,malkinia gorna,52.6922,22.0284,9.99,47,19,3.62,PL,1715496646
367,gonda city,27.1333,81.9333,39.95,22,19,1.74,IN,1715496601
368,zouerate,22.7187,-12.4521,21.61,45,0,5.0,MR,1715496647
369,nuuk,64.1835,-51.7216,-1.18,86,100,5.36,GL,1715496648
370,riberalta,-10.9833,-66.1,22.75,74,89,1.09,BO,1715496648
371,palu,-0.8917,119.8707,29.71,85,91,1.57,ID,1715496649
372,namibe,-15.1961,12.1522,23.68,71,0,1.67,AO,1715496649
373,alofi,-19.0595,-169.9187,22.94,73,66,4.12,NU,1715496650
374,kone,-21.0595,164.8658,22.13,76,15,2.84,NC,1715496650
375,big bend,-26.8167,31.9333,22.61,73,100,2.41,SZ,1715496651
376,bandarbeyla,9.4942,50.8122,30.62,62,17,3.82,SO,1715496651
377,uturoa,-16.7333,-151.4333,27.55,75,1,6.17,PF,1715496652
378,banda,25.4833,80.3333,42.12,15,0,3.99,IN,1715496653
379,palmas,-10.2128,-48.3603,20.93,83,0,2.06,BR,1715496653
380,aasiaat,68.7098,-52.8699,-1.18,87,100,6.27,GL,1715496654
381,vilyuchinsk,52.9306,158.4028,11.15,58,83,1.93,RU,1715496655
382,gamba,-2.65,10.0,26.36,92,100,1.53,GA,1715496655
383,tazovsky,67.4667,78.7,-0.01,95,84,4.97,RU,1715496657
384,grand gaube,-20.0064,57.6608,27.98,79,16,3.58,MU,1715496658
385,bridgewater,44.3835,-64.5155,5.82,88,51,4.12,CA,1715496658
386,chernyshevskiy,63.0128,112.4714,0.53,100,100,1.36,RU,1715496659
387,orangeburg,33.4918,-80.8557,15.46,84,0,1.54,US,1715496659
388,kenitra,34.261,-6.5802,17.42,84,100,3.5,MA,1715496660
389,princeville,45.7668,-61.2985,3.2,95,100,6.17,CA,1715496660
390,kalmunai,7.4167,81.8167,31.7,64,90,1.62,LK,1715496661
391,nagqu,31.5,92.0,9.47,11,5,5.43,CN,1715496662
392,kruisfontein,-34.0033,24.7314,14.35,59,1,2.48,ZA,1715496663
393,harper,4.375,-7.7169,27.57,86,100,2.55,LR,1715496664
394,wajir,1.7471,40.0573,28.98,61,20,4.12,KE,1715496773
395,warrnambool,-38.3833,142.4833,14.19,74,100,2.36,AU,1715496774
396,mount isa,-20.7333,139.5,27.87,42,75,5.14,AU,1715496774
397,moussoro,13.6408,16.4901,37.3,11,78,5.25,TD,1715496775
398,al jadid,27.05,14.4,23.05,31,5,5.78,LY,1715496775
399,mugumu,-1.85,34.7,21.8,74,14,2.09,TZ,1715496775
400,quartu sant'elena,39.2419,9.1839,20.16,71,0,2.06,IT,1715496776
401,east london,-33.0153,27.9116,17.52,51,0,4.12,ZA,1715496777
402,laguna,38.421,-121.4238,22.95,64,0,3.09,US,1715496641
403,northam,51.0333,-4.2167,14.23,88,100,1.37,GB,1715496778
404,nejo,9.5,35.5,28.42,29,14,2.68,ET,1715496778
405,polyarnyy,69.1989,33.4478,0.37,92,25,2.25,RU,1715496779
406,santa ana,33.7456,-117.8678,16.89,85,100,3.09,US,1715496780
407,tindouf,27.6711,-8.1474,20.25,52,0,3.09,DZ,1715496781
408,fort mcmurray,56.7268,-111.381,6.77,61,0,3.6,CA,1715496781
409,surazh,53.0175,32.3918,6.04,61,83,5.41,RU,1715496782
410,florina,40.782,21.4098,15.26,63,21,1.8,GR,1715496783
411,rubtsovsk,51.5,81.25,17.28,29,0,2.64,RU,1715496784
412,bonaberi,4.0779,9.6759,25.98,89,75,1.03,CM,1715496784
413,balykshi,47.0667,51.8667,22.0,43,0,5.0,KZ,1715496786
414,masterton,-40.9597,175.6575,11.05,87,72,0.76,NZ,1715496728
415,srivardhan,18.0333,73.0167,32.67,55,38,5.48,IN,1715496787
416,taseyevo,57.2169,94.8978,15.17,29,6,5.73,RU,1715496551
417,moratuwa,6.773,79.8816,31.01,77,98,3.37,LK,1715496788
418,xilin hot,43.9667,116.0333,19.94,15,7,6.79,CN,1715496788
419,malabo,3.75,8.7833,27.92,94,40,1.54,GQ,1715496789
420,the bottom,17.6259,-63.2492,26.07,78,0,7.02,BQ,1715496789
421,bodo,67.28,14.405,7.65,97,100,3.09,NO,1715496790
422,greenville,35.6127,-77.3663,15.07,92,40,2.57,US,1715496790
423,freetown,8.484,-13.2299,27.49,86,100,1.67,SL,1715496791
424,kavaratti,10.5669,72.642,30.09,70,10,5.3,IN,1715496791
425,magistral'nyy,56.1725,107.4458,9.09,58,100,2.54,RU,1715496791
426,poxoreo,-15.8372,-54.3892,19.05,68,0,1.66,BR,1715496792
427,siwa oasis,29.2041,25.5195,23.21,43,0,3.73,EG,1715496792
428,buka,40.8108,69.1986,23.02,38,43,2.05,UZ,1715496793
429,portland,45.5234,-122.6762,20.32,65,0,3.09,US,1715496531
430,shenjiamen,29.9576,122.298,15.85,76,100,5.81,CN,1715496794
431,pizarro,4.9533,-77.366,25.95,88,100,1.09,CO,1715496794
432,mili,6.0815,171.735,27.45,80,100,7.79,MH,1715496795
433,madaoua,14.073,5.96,30.85,48,100,5.23,NE,1715496795
434,aur,8.1499,171.1687,27.63,80,100,5.98,MH,1715496796
435,klaksvik,62.2266,-6.589,12.51,94,100,5.6,FO,1715496796
436,katabu,-4.9333,122.5167,29.81,71,42,1.63,ID,1715496797
437,mogadishu,2.0371,45.3438,28.93,89,75,5.66,SO,1715496797
438,bela vista,-22.1089,-56.5211,21.41,52,19,2.35,BR,1715496798
439,ploudalmezeau,48.5333,-4.65,13.49,94,100,2.57,FR,1715496798
440,tezu,27.9167,96.1667,35.09,27,30,2.1,IN,1715496799
441,novyy urengoy,66.0833,76.6333,0.88,96,100,5.07,RU,1715496799
442,shache,38.4167,77.2406,31.05,7,96,5.04,CN,1715496800
443,passos,-20.7189,-46.6097,16.68,73,1,0.31,BR,1715496800
444,kirensk,57.7853,108.1119,14.98,59,100,3.58,RU,1715496802
445,manta,-0.95,-80.7333,25.88,83,75,2.57,EC,1715496803
446,selkirk,50.1436,-96.8845,15.04,56,84,0.89,CA,1715496804
447,puerto aysen,-45.4,-72.7,-2.46,98,76,0.55,CL,1715496804
448,mawlamyinegyunn,16.3833,95.2667,39.95,29,22,2.68,MM,1715496805
449,sassenage,45.2053,5.6652,20.98,72,100,2.24,FR,1715496805
450,shangmei,27.7428,111.2956,25.57,48,100,1.9,CN,1715496806
451,sakaiminato,35.55,133.2333,18.99,94,100,4.12,JP,1715496689
452,belousovka,50.1339,82.5239,16.47,42,40,5.0,KZ,1715496807
453,callao,-12.0667,-77.15,19.84,82,75,4.12,PE,1715496654
454,prizren,42.2139,20.7397,13.8,67,100,1.65,XK,1715496808
455,bodaybo,57.8506,114.1933,8.48,86,100,0.71,RU,1715496808
456,nuku'alofa,-21.1333,-175.2,22.19,78,40,4.63,TO,1715496809
457,larkird,35.4894,66.6641,19.6,28,0,1.04,AF,1715496809
458,voitsberg,47.0333,15.15,18.11,48,20,1.15,AT,1715496459
459,severobaykal'sk,55.65,109.3167,1.95,94,100,1.24,RU,1715496810
460,auki,-8.7676,160.7034,27.15,78,77,1.18,SB,1715496811
461,puerto armuelles,8.2833,-82.8667,26.72,77,100,1.79,PA,1715496811
462,tecumseh,42.0039,-83.9449,8.84,84,1,3.86,US,1715496812
463,baiao,-2.7906,-49.6717,23.05,99,100,2.38,BR,1715496812
464,la reforma,25.0833,-108.05,23.36,54,81,1.75,MX,1715496813
465,ocean city,39.2776,-74.5746,11.1,74,100,2.68,US,1715496814
466,ifakara,-8.1333,36.6833,25.86,70,0,1.62,TZ,1715496609
467,bairnsdale,-37.8333,147.6167,16.7,73,7,2.24,AU,1715496814
468,imuris,30.7833,-110.8667,16.26,29,0,1.8,MX,1715496815
469,vorkuta,67.5,64.0,-4.94,95,87,2.68,RU,1715496816
470,el jadid,33.2549,-8.506,18.41,87,59,4.79,MA,1715496816
471,kuala terengganu,5.3302,103.1408,33.97,66,20,3.6,MY,1715496727
472,altai,46.3722,96.2583,22.51,9,3,7.8,MN,1715496817
473,san pedro,14.35,121.0167,35.75,60,20,5.14,PH,1715496817
474,rumonge,-3.9736,29.4386,26.64,66,65,0.39,BI,1715496728
475,amarante do maranhao,-5.5667,-46.7422,21.13,80,41,1.06,BR,1715496818
476,jaisalmer,26.9147,70.9181,38.95,15,0,5.31,IN,1715496819
477,gas city,40.4873,-85.613,10.03,98,0,0.0,US,1715496819
478,kidal,18.4411,1.4078,32.53,8,4,5.21,ML,1715496820
479,labytnangi,66.6572,66.4183,-2.57,89,85,5.1,RU,1715496820
480,alvear,-29.0968,-56.5504,16.31,99,100,2.67,AR,1715496821
481,shixing,24.9482,114.0657,27.42,81,100,1.66,CN,1715496821
482,tapa,59.2606,25.9586,10.86,40,30,2.98,EE,1715496823
483,broken hill,-31.95,141.4333,18.03,54,24,6.31,AU,1715496529
484,homer,59.6425,-151.5483,4.94,82,100,1.54,US,1715496824
485,hafar al-batin,28.4328,45.9708,37.32,20,0,6.17,SA,1715496825
486,beloyarskiy,63.7119,66.6722,1.11,93,100,3.13,RU,1715496825
487,mollendo,-17.0231,-72.0147,18.01,87,100,3.41,PE,1715496825
488,bogande,12.9714,-0.1436,30.29,51,44,8.87,BF,1715496826
489,kyzyl,51.7,94.45,17.79,53,100,2.68,RU,1715496826
490,mirnyy,62.5353,113.9611,-0.43,74,100,3.58,RU,1715496832
491,porto novo,6.4965,2.6036,25.9,90,100,3.68,BJ,1715496836
492,xining,36.6167,101.7667,21.56,32,0,2.97,CN,1715496836
493,ergani,38.2653,39.7621,18.45,58,0,1.47,TR,1715496837
494,livingston,55.9029,-3.5226,16.03,89,100,3.6,GB,1715496837
495,sagua de tanamo,20.5819,-75.2414,23.76,96,6,1.06,CU,1715496838
496,cofradia,15.4,-88.15,28.49,88,100,0.6,HN,1715496838
497,likiep,9.8251,169.3107,27.87,81,100,7.32,MH,1715496839
498,adam,22.3756,57.5233,34.83,19,0,2.84,OM,1715496841
499,steamboat springs,40.485,-106.8317,7.77,78,0,2.57,US,1715496841
500,talitsy,56.5289,42.3344,6.02,43,15,4.05,RU,1715496842
501,esquel,-42.9,-71.3167,-1.35,93,25,1.66,AR,1715496842
502,taoudenni,22.6783,-3.9836,31.95,8,1,6.1,ML,1715496843
503,punta cardon,11.6581,-70.215,27.32,86,100,9.42,VE,1715496844
504,tashtagol,52.7657,87.8894,16.96,77,93,2.68,RU,1715496844
505,borba,-4.3878,-59.5939,23.86,97,100,0.45,BR,1715496845
506,palembang,-2.9167,104.7458,32.05,66,40,2.06,ID,1715496448
507,longgang,37.6508,120.3286,17.08,48,0,2.76,CN,1715496847
508,ridgecrest,35.6225,-117.6709,23.01,26,0,4.92,US,1715496847
509,lovisa,60.4566,26.2251,10.72,47,39,1.06,FI,1715496848
510,nelson bay,-32.7167,152.15,19.44,87,59,0.45,AU,1715496571
511,el sauzal de rodriguez,31.9,-116.6833,15.23,78,13,1.58,MX,1715496849
512,fale old settlement,-9.3852,-171.2468,29.36,74,97,5.69,TK,1715496849
513,belyy yar,53.6039,91.3903,18.94,45,0,4.0,RU,1715496850
514,hami,42.8,93.45,35.82,5,0,2.36,CN,1715496850
515,tisaiyanvilai,8.3333,77.8833,34.08,55,61,5.11,IN,1715496851
516,caluso,45.305,7.8957,19.5,79,99,1.21,IT,1715496852
517,avrameni,48.0167,26.95,11.7,58,100,2.4,RO,1715496853
518,at taj,24.2049,23.2857,24.79,28,0,7.08,LY,1715496853
519,klyuchi,52.2667,79.1667,18.78,22,0,3.17,RU,1715496814
520,semporna,4.4818,118.6112,30.76,64,17,2.8,MY,1715496854
521,uzgen,40.7699,73.3007,14.35,86,100,1.89,KG,1715496855
522,milagros,12.2181,123.5095,32.78,56,84,2.75,PH,1715496855
523,tongliao,43.6125,122.2653,21.87,21,98,3.73,CN,1715496856
524,vuktyl,63.8567,57.3094,-2.16,99,100,0.89,RU,1715496856
525,enniscorthy,52.5008,-6.5578,13.23,100,89,0.85,IE,1715496857
526,prijedor,44.9814,16.7131,17.82,61,10,0.74,BA,1715496857
527,ouargla,31.9493,5.325,21.04,32,0,2.06,DZ,1715496858
528,concepcion,-36.827,-73.0498,4.89,93,0,3.6,CL,1715496859
529,ust'-uda,54.1742,103.0304,11.52,75,100,7.54,RU,1715496859
530,bambari,5.768,20.6757,30.92,52,82,3.49,CF,1715496860
531,dolores,-36.3132,-57.6792,7.71,78,86,4.19,AR,1715496860
532,sona,45.4388,10.8255,21.03,65,0,1.03,IT,1715496789
533,chaihe,44.7667,129.7,11.56,50,72,7.52,CN,1715496861
534,martuk,50.7475,56.5056,18.79,52,100,4.71,KZ,1715496862
535,camrose,53.0168,-112.8353,5.74,54,0,2.22,CA,1715496862
536,carbonear,47.7332,-53.2148,3.01,94,100,7.57,CA,1715496863
537,pitimbu,-7.4706,-34.8086,24.33,80,77,2.58,BR,1715496863
538,wolbrom,50.3796,19.7583,13.1,62,0,4.33,PL,1715496864
539,es castell,39.8795,4.2854,18.38,88,0,4.12,ES,1715496865
540,neon karlovasion,37.7903,26.7044,18.28,54,46,8.28,GR,1715496865
541,kontagora,10.3999,5.4695,25.09,76,100,2.29,NG,1715496650
542,canmore,51.0834,-115.3521,9.71,77,94,1.03,CA,1715496866
543,port douglas,-16.4833,145.4667,24.78,79,42,5.62,AU,1715496867
544,al bardiyah,31.7561,25.0865,19.99,59,0,9.03,LY,1715496867
545,naifaru,5.4444,73.3657,29.53,73,100,4.2,MV,1715496868
546,hilo,19.7297,-155.09,23.49,96,66,4.47,US,1715496868
547,brad,46.1333,22.7833,15.97,65,99,1.22,RO,1715496869
548,jayapura,-2.5333,140.7,31.66,77,85,3.94,ID,1715496611
549,rio grande,-32.035,-52.0986,17.27,84,100,7.99,BR,1715496870
550,tadine,-21.55,167.8833,22.46,68,53,7.76,NC,1715496870
551,sassandra,4.95,-6.0833,26.76,89,100,1.31,CI,1715496871
552,portage la prairie,49.9728,-98.2926,12.72,50,7,4.18,CA,1715496871
553,tulun,54.5611,100.5792,13.22,58,100,6.5,RU,1715496872
554,bhamo,24.2667,97.2333,38.63,26,62,1.02,MM,1715496873
555,ust'-ilimsk,58.0006,102.6619,13.58,29,49,5.49,RU,1715496873
556,tartagal,-22.5164,-63.8013,12.65,87,100,1.27,AR,1715496874
557,lompoc,34.6391,-120.4579,12.55,95,100,1.54,US,1715496874
558,mariental,-24.6333,17.9667,23.5,23,38,2.54,NA,1715496605
559,mulanje,-16.0316,35.5,26.41,49,0,1.02,MW,1715496876
560,mokhsogollokh,61.4681,128.9203,7.9,38,100,0.44,RU,1715496877
561,florenville,49.6998,5.3074,17.54,73,100,4.03,BE,1715496877
562,lebork,54.5392,17.7501,13.84,54,0,2.32,PL,1715496878
563,yulinshi,38.2906,109.7494,23.12,11,0,4.95,CN,1715496729
564,kasaragod,12.5,75.0,33.86,56,36,6.46,IN,1715496879
565,shar'ya,58.3686,45.5144,-0.57,91,100,2.24,RU,1715496734
566,inhambane,-23.865,35.3833,22.99,94,75,2.06,MZ,1715496880
567,rajgarh,28.6333,75.3833,40.12,17,1,3.75,IN,1715496880
568,tocopilla,-22.092,-70.1979,17.85,73,41,3.9,CL,1715496881
569,ambatofinandrahana,-20.55,46.8,19.48,58,100,1.81,MG,1715496881
570,prokop'yevsk,53.9059,86.719,15.98,45,10,2.08,RU,1715496882
571,feira de santana,-12.2667,-38.9667,22.05,96,46,1.78,BR,1715496882
572,guajara mirim,-10.7828,-65.3394,22.55,76,69,0.98,BR,1715496883
573,mount darwin,-16.7725,31.5838,23.9,45,0,3.82,ZW,1715496883
574,lerwick,60.1545,-1.1494,10.0,81,100,9.43,GB,1715496884
575,mandalgovi,45.7625,106.2708,25.32,10,51,6.92,MN,1715496884
576,baotou,40.6522,109.8222,23.35,11,0,2.82,CN,1715496885
577,puerto francisco de orellana,-0.4667,-76.9667,22.56,99,100,0.44,EC,1715496885
578,jinxiang,27.4327,120.6062,22.01,94,100,3.71,CN,1715496886
579,road town,18.4167,-64.6167,27.7,77,0,5.45,VG,1715496886
580,borgarnes,64.5383,-21.9206,8.03,88,100,4.5,IS,1715496888
581,kaindy,42.8247,73.6759,13.05,95,100,1.13,KG,1715496888
582,rabaul,-4.1967,152.1721,28.26,79,100,1.43,PG,1715496889
583,hobyo,5.3505,48.5268,30.63,68,11,4.1,SO,1715496895
584,cabedelo,-6.9811,-34.8339,24.37,80,69,3.43,BR,1715496895
585,isola di capo rizzuto,38.96,17.0933,19.55,63,6,1.23,IT,1715496896
586,alaghsas,17.0187,8.0168,31.94,15,23,2.57,NE,1715496896
587,aoulef,26.9667,1.0833,27.41,14,100,8.62,DZ,1715496897
588,zag,46.9441,99.165,25.09,8,0,7.96,MN,1715496897
589,coari,-4.085,-63.1414,24.25,98,100,0.33,BR,1715496898
590,solleftea,63.1667,17.2667,4.92,75,99,4.17,SE,1715496899
591,kasane,-17.8167,25.15,24.51,32,0,2.54,BW,1715496649
592,kudahuvadhoo,2.6708,72.8944,29.62,74,55,5.31,MV,1715496900
593,alesund,62.4723,6.1549,16.16,72,0,3.09,NO,1715496901
594,bada,51.392,109.8717,22.54,22,100,3.56,RU,1715496902
